abacangzhu 阿坝藏猪
qifeng 砌缝 崎峰 七封 栖凤 气疯 其锋 奇逢 漆封 汽封
qifengcha 崎峰茶
qifengchacun 崎峰茶村
qifengchuqiyun 奇峰出奇云
qifengdangao 戚风蛋糕 槭风蛋糕
qifengduishou 棋逢对手
qifengduishoujiangyuliangcai 棋逢对手将遇良才
qifengge 奇峰阁
qifenggejiujia 奇峰阁酒家
qifengguaishi 奇峰怪石
qifenglou 栖凤楼
qifenglu 栖凤路 起凤路
qifengshikequn 祈风石刻群
qifengtengjiao 起凤腾蛟
qifengtuqi 奇峰突起
qifengyisu 奇风异俗
qifengyun 起风云
qifengzhen 起凤镇
qifenku 七分裤
qifentianxiong 气愤填胸
qifentianying 气愤填膺
qifenxianggui 七分像鬼
qifenzhong 七分钟
qifu 岐阜 气腹 其父 戚父 齐夫 其腹 祁父 气浮
qifubuding 起伏不定
qifuchipan 乞伏炽盘
qifudiedang 起伏跌宕
qifufen 七府坟
qifufenlizhuangzhi 气浮分离装置
qifumaoqishishouyu 奇副矛鳍石首鱼
qifumi 七氟醚
qifumucong 妻夫木聪
qifupai 起复牌
qifurangyang 其父攘羊
qifuyouyiweiweizu 其父犹以为未足
qigai 企改 汽改 气盖
qigaibufan 气概不凡
qigaichang 汽改厂
qigaichong 乞丐虫
qigaiganmiaogong 乞丐赶庙公
qigaiguiwu 乞丐鬼屋
qigaijiang 气概激昂
qigaishanhe 气盖山河
qigaishenhuangdizui 乞丐身皇帝嘴
qigaizhitu 乞丐之徒
qigaizhuang 乞丐装
qigaizui 乞丐罪
qigan 棋杆 气感
qigandingju 岂敢定居
qiganfanhu 岂敢反乎
qigang 七缸 妻纲
qiganggai 气缸盖
qiganggaidianpian 气缸盖垫片
qigangshu 汽缸数
qiganpanhuan 岂敢盘桓
qiganruji 其甘如荠
qigao 气镐 其稿 齐高 气高
qigaodanzhuang 气高胆壮
qigaoyizhaofushoufujiao 棋高一着缚手缚脚
qigaozhida 气高志大
qige 棋哥 起个 齐格 七个 气个 骑个 七格 妻哥
qigecun 七格村
qigefei 齐格菲
qigekongfuqing 齐歌空复情
qigemengte 齐格蒙特
qigen 其根 七根
qigeng 弃耕
qigetoubagedan 七个头八个胆
qigexiaoqu 七格小区
qigong 漆工 启功 其功 齐共 七工 齐工
qigongbo 气功波
qigonggong 杞共公
qigongjie 启工街
qigongliaofa 气功疗法
qigongririyou 欺公日日忧
qigongshi 气功师
qigongweiye 奇功伟业
qigou 气够 骑狗 气狗
qigoutunxiaoyejia 歧沟臀肖叶甲
qigu 气古 期股 其骨 其故 气鼓
qigua 齐挂
qiguai 七怪 七拐
qiguaibaguai 七拐八拐
qiguaibawan 七拐八弯
qiguaideshi 奇怪的是
qiguaizibai 其怪自败
qiguaizihai 其怪自害
qiguaizihuai 其怪自坏
qiguaizijue 其怪自绝
qiguan 亓官 气罐 崎馆 歧管
qiguanchaguan 气管插管
qiguanchaguanshu 气管插管术
qiguanchanghong 气贯长虹
qiguancun 七管村
qiguandouniu 气贯斗牛
qiguang 奇光 漆光 起光
qiguangaishichong 奇观盖氏虫
qiguangongnengjianchaji 器官功能检查剂
qiguangshuqianli 其广数千里
qiguanhongni 气贯虹霓
qiguanjing 气管镜
qiguanke 企管科
qiguanpeiyang 器官培养
qiguanqiekaishu 气管切开术
qiguansanjun 气冠三军
qiguanshiguanlou 气管食管瘘
qiguanwang 企管网
qiguanyanjunmiao 气管炎菌苗
qiguanyanjunmiaopian 气管炎菌苗片
qiguanyanrongjunjunmiao 气管炎溶菌菌苗
qiguanyanwan 气管炎丸
qiguanyanxiangjiaogao 气管炎橡胶膏
qiguanyanyimiao 气管炎疫苗
qiguanyizhi 器官移植
qiguanzhijia 气管支架
qigucao 漆姑草
qiguding 起孤丁
qigudui 起骨堆
qiguheye 其故何也
qigui 气柜 棋规
qiguibushen 其鬼不神
qiguizhenlong 启瞶振聋
qigujiayisu 其故家遗俗
qiguo 其国 骑过 其果
qiguoji 汽锅鸡
qiguoqu 骑过去
qiguoshounao 七国首脑
qiguosuibianxiao 齐国虽褊小
qiguowushiyoutianqing 杞国无事忧天倾
qigutoubi 弃觚投笔
qiguxiangdang 旗鼓相当
qiguxiangwang 旗鼓相望
qiguzhouzhilifu 泣孤舟之嫠妇
qihai 汽海 其害
qihaijuha 奇海菊蛤
qihainainai 七海奈奈
qihaixue 气海穴
qihaiyan 戚海燕
qihaiyu 气海俞
qihaizhuyu 奇海猪鱼
qihamaxiang 齐哈玛乡
qihan 奇寒 欺寒
qihanchegu 奇寒彻骨
qihanchong 欺寒冲
qihang 气夯
qihangxiongpu 气夯胸脯
qihanji 气焊机
qihankushu 祁寒酷暑
qihanrushu 祁寒溽暑
qihanshuyu 祁寒暑雨
qihantiao 气焊条
qihanxibeiherenjian 气寒西北何人剑
qihanxipenwuchanchu 奇汉西喷雾蟾蜍
qihao 七号 期号 弃好
qihaobianzai 岂好辩哉
qihaoliandaofutou 旗号镰刀斧头
qihaomatou 七号码头
qihaomen 七号门
qihaoqiao 七号桥
qihaoxinlingzhuanjiedian 七号信令转接点
qihaoxinlingzhuanjieshebei 七号信令转接设备
qiharige 齐哈日格
qihe 气呵 漆盒 骑河 七盒
qihedi 齐和帝
qihedian 契合点
qihegengyangzhou 骑鹤更扬州
qiheilujiaoqiaoxingchong 漆黑鹿角锹形虫
qiheiwubi 奇黑无比
qiheji 淇河鲫
qihejiyu 淇河鲫鱼
qihelinglangjun 岂合令郎君
qihelu 齐河路
qihen 起恨
qiheng 启恒 启衡
qihengbazong 七横八纵
qiheru 其何如
qiheshang 骑鹤上
qiheshangweiyang 骑鹤上维扬
qiheshangyang 骑鹤上扬
qiheshangyangzhou 骑鹤上扬州
qiheshangyuriyuehu 其何伤于日月乎
qihewang 骑鹤望
qihewangyangzhou 骑鹤望扬州
qihexia 骑鹤下
qihexigui 骑鹤西归
qiheyixingzhizai 其何以行之哉
qihong 启宏
qihongcha 祁红茶
qihongtu 起宏图
qihou 棋后 启后
qihoubeishu 期后背书
qihoubianhuakuangjiagongyue 气候变化框架公约
qihoubianhuaxieyi 气候变化协议
qihoubianqian 气候变迁
qihoudai 气候带
qihouhuanjingshiyanshebei 气候环境试验设备
qihouqinfazhao 其后秦伐赵
qihouqu 气候区
qihouquhua 气候区划
qihoutian 齐侯田
qihoutiaojie 气候调节
qihoutu 气候图
qihouxing 气候型
qihouxitong 气候系统
qihouyechu 其后也处
qihouyehui 其后也悔
qihouyichang 气候异常
qihouyiren 气候宜人
qihouzaihai 气候灾害
qihouzhizi 齐侯之子
qihouzhu 齐后主
qihouzhuisuoquan 期后追索权
qihouziyuan 气候资源
qihu 奇虎 气户 七虎
qihua 歧化 七画 奇花 其华 欺花 奇华
qihuaan 企划案
qihuagongyipin 漆画工艺品
qihuai 其怀 起怀
qihuamei 歧化酶
qihuaminghui 奇花名卉
qihuan 齐浣 齐桓 七环 杞桓 妻换 气缓
qihuangbaluan 七慌八乱
qihuangdan 气磺蛋
qihuangeryun 其黄而陨
qihuangleiliulezailiu 凄惶泪流了再流
qihuangzhiru 栖遑之辱
qihuangzhishu 岐黄之术
qihuaren 企划人
qihuashu 企划书
qihuasongxiang 歧化松香
qihuasongxiangjiazao 歧化松香钾造
qihuating 企划厅
qihuaxincun 栖化新村
qihuayimu 奇花异木
qihuazhongzhi 歧化终止
qihuazuzhi 企划组织
qihugong 齐胡公
qihuhu 气乎乎
qihui 齐辉 气辉 旗徽 气灰 其会 气会 期汇 岂会
qihuigong 齐惠公
qihuigonglvyuan 齐惠公吕元
qihuiqu 骑回去
qihun 棋魂
qihunan 骑虎难
qihuo 起惑 企获
qihuogongsi 期货公司
qihuojia 期货价
qihuojiage 期货价格
qihuojiaoyiguanlitiaoli 期货交易管理条例
qihuojiaoyishichangfuwu 期货交易市场服务
qihuojingji 期货经纪
qihuojingjirenfuwu 期货经纪人服务
qihuojizhouzhe 其或继周者
qihuoranshao 起火燃烧
qihuoshichang 期货市场
qihuowang 期货网
qihuoye 期货业
qihuoyichuanming 骑火一川明
qihuoyingyefuwu 期货营业服务
qihuoziju 奇货自居
qihuzhishi 骑虎之势
qiji 戚迹 齐己 七集 七辑 弃机 七级 气击
qijia 期价 祁家 七甲 七家 奇佳
qijiabao 祁家堡
qijiacun 齐家村 戚家村
qijiadangchan 弃家荡产
qijiafen 祁家坟
qijiahuozi 祁家豁子
qijiajizhen 祁家集镇
qijialing 齐家岭
qijian 骑渐 七剑 其奸 其健 七间 七件
qijiandanmuwenhewu 其间旦暮闻何物
qijiang 弃奖
qijiangbiyebiju 其将毕也必巨
qijiangjianshuizao 奇桨剑水蚤
qijiangong 齐简公
qijiangxianrenminzhengfu 綦江县人民政府
qijianji 旗舰机 旗舰级
qijiankaixuanxiaoqu 旗舰凯旋小区
qijianshibai 期间失败
qijianwugujin 其间无古今
qijianxiang 七建乡
qijianyan 奇检验
qijiao 起娇 期交
qijiaoduohuanhailong 七角多环海龙
qijiaojing 七角井
qijiaojingzhen 七角井镇
qijiaosuo 期交所
qijiaoyifengshinongying 旗脚倚风时弄影
qijiapo 齐家坡
qijiaqiao 戚家桥 齐家桥
qijiashan 戚家山
qijiashanjiedao 戚家山街道
qijiasuqi 气加速器
qijiawan 七家湾 祁家湾
qijiawu 齐家务
qijiayebingerzou 弃甲曳兵而走
qijiazhacun 七甲闸村
qijiazhiguopingtianxia 齐家治国平天下
qijiazhuang 齐家庄
qijiazi 七家子
qijibajiaoluo 奇绩芭蕉螺 奇績芭蕉螺
qijie 启介 七届 七街 七节 七界 气接 其解 奇介 齐姐 其节 骑劫
qijiechuyucihu 其皆出于此乎
qijiedao 戚街道
qijieke 七节课
qijiexingku 气竭形枯
qijifeng 七级风
qijigongxin 气急攻心
qijihaisiluo 奇迹海蛳螺
qijijiafuha 岐脊加夫蛤
qijikunyanche 骐骥困盐车
qijilong 奇迹龙
qijimula 奇基穆拉
qijin 期近 骑进 齐进 七进 期金
qijiner 起劲儿
qijing 其境 奇境 奇经 其景
qijingbamai 奇经八脉
qijingchanneng 气井产能
qijinggong 齐景公 杞靖公
qijinggongyoumaqiansi 齐景公有马千驷
qijinghutong 七井胡同
qijinglu 七经路
qijingmai 脐静脉
qijingren 骑鲸人
qijingshenzhen 其精甚真
qijingtanglvcha 七境堂绿茶
qijingzhiqing 泣荆之情
qijinjiyixue 泣尽继以血
qijinqu 骑进去
qijinyi 迄今已
qijinyiyou 迄今已有
qijinyunan 其进愈难
qijiqiren 欺己欺人
qijiteng 奇极鰧
qijiufen 起纠纷
qijiuherenzai 耆旧何人在
qijiuhuanxin 弃旧换新
qijiukaixin 弃旧开新
qijiulianxin 弃旧恋新
qijiuliushisan 七九六十三
qijiurongxin 弃旧容新
qijiutouxin 弃旧投新
qijiyaolin 棨戟遥临
qijiyinqiao 奇伎淫巧
qijiyiyue 骐骥一跃
qijiyou 汽机油
qijiyu 奇棘鱼
qijizhijiehuanyuantie 气基直接还原铁
qiju 器局 七局 戚局 祁局 齐聚 齐局 七句
qijuanwufudao 弃捐勿复道
qijudihuangkoufuye 杞菊地黄口服液
qijudihuangwan 杞菊地黄丸
qijudongsuixunjianzhu 棋局动随寻涧竹
qijue 起觉
qijueshenwang 气绝身亡
qijuewuyou 其觉无忧
qijueyexingkai 其觉也形开
qijun 奇骏 齐郡 乞君 齐军 其君 齐君
qijunhaimin 欺君害民
qijunwangshang 欺君罔上
qijunzao 祁寯藻
qijunzhizui 欺君之罪
qijuting 起居厅
qijuwanfu 起居万福
qijuyinshi 起居饮食
qikai 气慨 齐开
qikaimadao 旗开马到
qikaiqusheng 旗开取胜
qikan 起瞰
qikanbeidouxie 起看北斗斜
qikang 砌炕
qikanggong 齐康公
qikangqin 齐抗秦
qikanguanli 期刊管理
qikanhuiyi 期刊会议
qikanjiang 期刊奖
qikankaichuyibinfan 岂堪开处已缤翻
qikanleidanseyinshuapin 期刊类单色印刷品
qikanleiduoseyinshuapin 期刊类多色印刷品
qikanliutong 期刊流通
qikanlunwen 期刊论文
qikanshi 期刊室
qikantiandiseqiliang 起看天地色凄凉
qikanwang 期刊网
qikanzazhi 期刊杂志
qikao 弃考
qikaochengji 期考成绩
qikawanxianwei 奇卡弯线鳚
qike 奇科 契刻 七棵 欺客 七颗 奇克 祁科
qikegu 气可鼓
qikeguaiyeyu 其可怪也欤
qikeguerbukexie 气可鼓而不可泄
qikejiaorenwangduchun 岂可教人枉度春
qikeng 其坑 砌坑 弃坑 七坑
qikengcun 崎坑村 砌坑村
qikerenwudeyunshi 岂可人无得运时
qikesong 七棵松
qikeweizhideyeyiyi 其可谓至德也已矣
qikexiaokang 汔可小康
qikeyiyangerzhi 气可以养而致
qikeyiyi 期可已矣
qikezuoyou 其可左右
qikong 气控
qikongbadong 七孔八洞
qikongbaiyuluo 臍孔白玉螺
qikongkuandaiciluo 臍孔寬帶瓷螺
qikonglv 气孔率
qikongqiao 七孔桥
qikongshengyan 七孔生烟
qikou 其口 骑扣 七口 企口
qikouban 企口板
qiku 奇酷 奇库 气哭
qikuai 奇快 七块
qikuaiji 砌块机
qikuan 七款
qikui 气亏 其揆
qikuiyiye 其揆一也
qikuizhenlong 启聩振聋
qikun 祁坤
qikuotanyan 契阔谈宴
qila 齐拉 起拉
qilai 七濑 气来 其来 齐来 奇莱
qilaisaoshou 起来搔首
qilaishan 奇莱山
qilaishaohuadoujin 起来韶华都尽
qilaixiangsaituihongyu 起来香鳃褪红玉
qilaixiesushou 起来携素手
qilaiyongzhengxianxianshou 起来慵整纤纤手
qilaiyongzishutou 起来慵自梳头
qilaizhushan 䓫莱主山
qilamiaoshi 漆蜡妙食
qilan 漆蓝 奇烂
qilang 奇朗 戚郎 七郎 祁郎 齐郎
qilao 齐老 七老 戚老 祁老
qilaobalao 七老八老
qilaobaxiao 七老八小
qilaojiuci 耆老久次
qilaomoqixiao 欺老莫欺小
qilaweite 奇拉维特
qilazhinu 其拉之怒
qilazhunjiang 其拉准将
qile 其乐 奇乐 齐乐
qilebukeyan 其乐不可言
qilecai 七乐彩
qilei 七类
qileiwuzekexiang 齐勒乌泽克乡
qileiyuleyongpin 棋类娱乐用品
qileng 奇冷
qilengwubi 奇冷无比
qilengxiang 碛楞乡
qilequ 器乐曲
qiletaotao 其乐陶陶
qilewuya 其乐无涯
qilezhiqie 其乐只且
qili 七厘 其力 其里 七里 奇力 齐厉 奇立 其利 齐礼 七粒
qilian 汽联 棋联 企联 齐连 七连
qiliang 七辆 乞谅 其量
qiliangbaojianpian 凄凉宝剑篇
qiliangche 七辆车
qiliangchengzhen 凄凉成阵
qiliangchu 凄凉处
qiliangdengguan 齐量等观
qiliangkun 齐良琨
qiliangpinqiong 凄凉贫穷
qiliangrenchu 其良人出
qiliangrenparenaoshi 凄凉人怕热闹事
qiliangrenpianfengrenaoshi 凄凉人偏逢热闹事
qiliangshijie 齐梁世界
qiliangshuguji 凄凉蜀故妓
qiliangshuidiaohuangtaigu 凄凉谁吊荒台古
qiliangweilanyibian 凄凉危栏倚遍
qiliangyashan 欺良压善
qiliangye 七粮液
qiliangzhenxiqiu 凄凉枕席秋
qiliangzhidi 凄凉之地
qilianlu 祁连路
qilianshanlu 祁连山路
qilianxincun 祁连新村
qilianxing 七连星
qilianyaowei 乞怜摇尾
qilianzhen 祁连镇
qilianzhuang 七连庄
qiliao 气疗
qiliaoshanzhongyouyibao 岂料山中有遗宝
qiliaoyuan 绮寮怨
qilibuyi 其丽不亿
qilibuzuzhen 绮丽不足珍
qilicun 七里村
qilidian 七里店
qilidianjiedao 七里甸街道
qilidunjiedao 七里墩街道
qilie 其列
qilifafan 起例发凡
qilifan 七里畈
qiligang 七里岗
qiligong 齐釐公 齐厉公
qiligou 七里沟
qiligoujiedao 七里沟街道
qilihaihexie 七里海河蟹
qilihuitiandaocixiu 气力回天到此休
qilihujiedao 七里湖街道
qiliji 奇里基 起粒机
qilijiaonang 七厘胶囊
qilijie 七里街
qilijiedao 七里街道
qilikacha 嘁哩喀嚓 嘁里咔嚓 嘁里喀嚓
qilikazha 嘁里喀喳
qilimazhaluo 乞力马扎罗
qilimiao 七里庙
qilin 其林 齐麟
qilinairiyinfengye 桤林碍日吟风叶
qilinbeihutong 麒麟碑胡同
qilincun 麒麟村
qilinengzhidiyu 岂力能制敌欤
qiling 岐岭 崎岭 气凌 齐灵
qilingang 麒麟岗
qilingbaluan 七零八乱
qilingbasan 七零八散
qilinggong 齐灵公
qilingsijizhuang 七龄思即壮
qilinguiyu 麒麟桂鱼
qilingwang 棋灵王
qilingxia 企岭下
qilingxiaohan 气凌霄汉
qilingyaoshi 乞灵药石
qilinhuayuan 麒麟花园
qilinlu 麒麟路
qilinluyu 麒麟鲈鱼
qilinpixia 麒麟皮下
qilinqiao 麒麟桥
qilinshan 麒麟山
qilinshanzhuang 麒麟山庄
qilinshiban 麒麟石斑
qilinshibanyu 麒麟石斑鱼
qilinsujing 琪林苏井
qilinwan 麒麟湾 麒麟丸
qiliqiangxinjiaonang 芪苈强心胶囊
qiliqu 七里渠
qiliquxiqiao 七里渠西桥
qilisan 七厘散
qilishan 七里山
qilishanyuanyichang 七里山园艺场
qilishengchangyin 戚里生昌胤
qilishusong 气力输送
qilishusongji 气力输送机
qilisu 奇力速
qilitingcun 七里亭村
qiliu 其六 起流 七六
qiliudinglang 乞留玎琅
qiliufenxuanji 气流分选机
qiliuganzaoshebei 气流干燥设备
qiliumo 气流磨
qiliushifensuiji 气流式粉碎机
qiliuzuzhi 气流组织
qilixiangxi 七里香溪
qilixiechuanji 气力卸船机
qiliyongjin 气力用尽
qiliyuan 奇力元
qilizhifurenjianzhi 其里之富人见之
qilizhiguo 七里之郭
qilizhuang 七里庄
qilizisanjiaporenwang 妻离子散家破人亡
qilong 其龙
qilongji 起垄机
qilongnongfeng 骑龙弄凤
qilongqingbujia 奇隆青步甲
qilongtongluojiaonang 芪龙通络胶囊
qilongxing 七龙星
qilou 七楼
qilouqichou 奇陋奇丑
qilu 七路 气炉 蕲录
qiluanbazao 七乱八糟
qiluban 七路半
qiludadi 齐鲁大地
qilukeche 齐鲁客车
qilukongzhifa 气路控制阀
qiluli 杞麓鲤
qilun 岂论 其伦 奇论 棋论 七轮
qilunfadian 汽轮发电
qilunfadianjizu 汽轮发电机组
qilunjilingjian 汽轮机零件
qilunjiranqilunji 汽轮机燃气轮机
qilunjiyongyou 汽轮机用油
qilunjiyou 汽轮机油
qilunshaofuqi 奇伦绍夫齐
qiluo 栖落
qiluofendai 绮罗粉黛 绮落粉黛
qiluogouxiang 骑骡沟乡
qiluojiajiqilingjian 起落架及其零件
qiluojialun 起落架轮
qiluotuo 骑骆驼
qiluowate 启罗瓦特
qiluoxiang 绮罗香
qiluoxiangnuan 绮罗香暖
qiluqingweiliao 齐鲁青未了
qilushanzhen 祁禄山镇
qilushihua 齐鲁石化
qilutaxiang 歧路他乡
qiluwanbao 齐鲁晚报
qiluzhubikoufuye 耆鹿逐痹口服液
qilv 气滤 骑驴
qilvdaoshaoshan 七律到韶山
qilvdongyun 七律冬云
qilvfengxuezhong 骑驴风雪中
qilvfubingwan 七氯氟丙烷
qilvkanchangben 骑驴看唱本
qilvmiaomiaoruhuangbei 骑驴渺渺入荒陂
qilvyinbashang 骑驴吟灞上
qima 起嘛 气妈 弃马
qimachengzhou 骑马乘舟
qimada 气马达
qimadazhang 骑马打仗
qimadingbao 骑马顶包
qimaertenange 奇马尔特南戈
qimafeiben 骑马飞奔
qimai 奇脉 起卖
qimaitonglian 气脉通连
qimaizi 妻卖子
qimaju 起马局
qimalu 七马路
qimalukou 齐马路口
qiman 祁曼 绮曼 奇慢
qimanjiazhang 欺瞒夹帐
qimanzeqing 器满则倾
qimao 汽贸
qimaoji 起锚机
qimaolv 骑毛驴
qimaomoliechong 奇毛模裂虫
qimayaoqiu 起码要求
qimei 奇美 齐妹 七妹 其美 漆酶 妻妹
qimeidao 七美岛
qimeiyehunjiao 其寐也魂交
qimeizhezimei 其美者自美
qimen 漆门 其门 七门
qimengai 气门盖
qimengda 奇梦达
qimengjiaoyu 启蒙教育
qimengsi 岂梦思
qimenguse 齐门鼓瑟
qimengyundong 启蒙运动
qimengzhe 启蒙者
qimenhong 祁门红
qimenshidian 气门室垫
qimenshigaidian 气门室盖垫
qimenshizhaogai 气门室罩盖
qimentanhuang 气门弹簧
qimentanhuangzuo 气门弹簧座
qimentiaozhengluosi 气门调整螺丝
qimenxin 气门芯
qimenxue 期门穴
qimenyaobizhou 气门摇臂轴
qimenzui 气门嘴
qimi 旗靡 七米
qimian 契面 漆面 七面 乞免 期棉 岂免
qimianbaohumo 漆面保护膜
qimianmeirong 漆面美容
qimianxiufu 漆面修复
qimiao 起苗 其妙 七秒 气苗
qimiaoji 起苗机
qimiaozhong 七秒钟
qimin 其民
qiminchunchun 其民淳淳
qiming 齐鸣 其名 其命 七名 杞明
qimingbeilu 启明北路
qimingbingjia 齐名并价
qimingbujiu 其命不久
